ITSC_ID, G(x), G(y), G(z), G(calibrated),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Barometric pressure (from vehicle)(psi),Engine Coolant Temperature(℃),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Intake Air Temperature(℃),Relative Throttle Position(%),Throttle Position(Manifold)(%),Timing Advance(°),ACC_Y(m/s^2),ACC_Z(m/s^2),ENV1,ENV2,ENV_SPEED_LIMIT(km/h),DELTA_THETA(°),ACC_X(m/s),Speed (OBD)(km/h)
92,-1.49958158,9.14463329,3.7535944,0.03817695,54.11764908,0.04296451,21.96078491,36.47058868,14.06866074,84,51.37255096,28.62745094,2191.25,38,4.70588255,20.3921566,39.5,-0.056,9.27,0,-0.0632,25,-0.000341,0,48
92,-1.35722768,9.28549099,3.80553627,0.05125552,53.72549057,-0.02218843,21.96078491,36.86274719,14.06866074,84,49.41176605,28.62745094,2203.75,38,4.70588255,20.3921566,39.5,-0.39,9.14,0.0309136,-0.0632,25,-0.334,0,48
92,-1.52383113,9.52514267,3.93965745,0.08115643,53.72549057,0.06251935,21.96078491,36.86274719,14.06866074,84,49.41176605,28.23529434,2203.75,38,4.31372547,20.7843132,39.5,-0.396,9.29,0.618272,-0.0313,25,-0.00547,0,48
93,-1.51963985,9.30764484,3.76107883,0.05398363,54.90196228,0.04047766,22.35294151,36.86274719,14.06866074,84,55.68627548,29.41176414,2228,38,5.49019623,21.56862831,37,-0.193,9.29,0,-0.0202,25,0.0705,0.556,48
93,-1.51949024,9.0211401,3.73608088,0.02630943,54.11764908,0.02091942,22.35294151,36.86274719,14.06866074,84,52.54901886,29.41176414,2246,38,5.09803915,20.7843132,39.5,-0.125,9.25,0,-0.0165,25,0.0683,0,49
93,-1.54418886,9.11798859,3.78443027,0.03757328,54.11764908,0.0336462,22.35294151,36.86274719,14.06866074,84,49.01960754,28.62745094,2256.25,38,5.09803915,20.7843132,39.5,-0.102,9.33,0,-0.0128,25,0.0223,0,49
93,-1.46590161,9.33892918,3.87439322,0.06042987,53.72549057,0.02366374,21.96078491,36.47058868,14.06866074,84,49.01960754,28.62745094,2256.25,37,4.70588255,20.3921566,40,-0.0789,9.22,0,-0.00916,25,0.0235,0,49
93,-1.40183485,9.03715706,3.97004414,0.0352878,53.72549057,0.02216789,21.96078491,36.47058868,14.06866074,84,45.09804153,27.45098114,2265.5,37,3.52941179,19.2156868,40.5,-0.0569,9.14,0.0309136,-0.0239,25,0.0219,0,49
93,-1.48341525,9.08625507,4.03515863,0.04367048,52.54901886,0.01544542,21.17647171,35.68627548,14.06866074,84,36.86274719,22.74509811,2257,37,3.52941179,19.2156868,40.5,-0.15,9.06,0.618272,-0.0128,25,-0.0931,0,49
93,-1.52188528,9.29357433,4.08500528,0.06539959,52.15686417,0.04783591,21.17647171,35.68627548,14.06866074,84,36.86274719,21.56862831,2257,37,3.52941179,19.6078434,41,-0.0813,9.01,0,-0.0615,25,0.0688,-0.556,49
94,-1.43386829,8.7533474,3.77170658,0.00152922,51.76470566,-0.02154568,20.7843132,35.68627548,14.06866074,84,35.68627548,19.2156868,2185.75,37,4.31372547,19.6078434,36,-0.391,8.93,0,-0.0423,25,-0.181,0,48
94,-1.46904516,8.6626358,3.79805183,-0.00525373,54.11764908,-0.0239204,21.56862831,36.07843018,14.06866074,84,43.52941132,27.84313774,2192.75,37,4.31372547,19.6078434,37,-0.272,9.05,0.0309136,-0.00401,25,0.12,0,48
94,-1.1717633,8.11462593,3.522475,-0.07137179,53.33333588,-0.0081138,21.17647171,36.07843018,14.06866074,84,43.52941132,26.66666603,2192.75,37,4.31372547,20.3921566,37,-0.0254,9.08,0.618272,0.0439,25,0.246,0,48
94,-1.60151958,9.5477457,4.23229885,0.09604639,53.72549057,0.07741432,21.17647171,36.07843018,14.06866074,84,43.92156982,26.66666603,2182,37,4.70588255,20.3921566,40,0.277,9.16,0.0309136,-0.0327,25,0.302,0.556,48
94,-1.41785157,9.09463787,4.0085144,0.04239124,53.72549057,0.03977681,21.56862831,36.07843018,14.06866074,84,44.70588303,25.88235283,2226.5,37,4.70588255,20.3921566,40,-0.205,9.2,0.6491856,-0.0136,25,-0.481,0,49
94,-1.35408413,9.21813107,4.03560781,0.05401546,53.33333588,0.02713903,21.17647171,36.07843018,14.06866074,84,44.70588303,26.66666603,2226.5,37,4.70588255,20.3921566,39.5,-0.0846,9.28,0.618272,0.0151,25,0.12,-0.556,49
94,-1.40946901,9.19822216,4.13365412,0.05695981,53.33333588,0.06227827,21.17647171,36.07843018,14.06866074,84,44.70588303,26.66666603,2250.75,37,3.92156863,20.3921566,40,0.0935,9.32,0,-0.0232,25,0.178,0.556,48
94,-1.42189312,9.23759079,4.21343803,0.06407803,52.94117737,0.04835776,21.17647171,35.68627548,14.06866074,84,38.82352829,23.13725471,2271,37,3.92156863,20.3921566,41,-0.142,9.24,0.0309136,-0.00401,25,-0.236,0,49
94,-1.40108645,9.15795612,4.17826128,0.05499619,52.15686417,0.02832954,20.7843132,35.29411697,14.06866074,84,38.82352829,21.1764698,2280.25,37,3.52941179,19.2156868,41,-0.0249,9.28,0.618272,0.00556,25,0.118,0,49
94,-1.34510279,9.09673309,4.12856483,0.04651529,52.15686417,0.02887014,20.7843132,35.29411697,14.06866074,84,35.68627548,21.1764698,2280.25,37,3.52941179,19.6078434,41,0.0344,9.05,0.0309136,0.0343,25,0.0592,0.556,49
94,-1.27310252,9.1754694,4.23514318,0.05728751,52.15686417,0.03864222,20.7843132,35.29411697,14.06866074,84,35.68627548,20.7843132,2285.75,37,3.52941179,19.2156868,41.5,0.217,9.12,0.618272,0.063,25,0.183,0,50
94,-1.31651235,9.16678715,4.27615786,0.05879885,51.76470566,0.03212719,20.3921566,34.90196228,14.06866074,84,35.68627548,17.64705849,2290.5,37,3.13725495,19.2156868,41.5,0.396,8.96,0.0309136,-0.1,25,0.179,0.556,50
95,-1.87889278,8.95213413,3.99115038,0.03632826,51.37255096,0.04522787,20.7843132,35.29411697,14.06866074,84,29.41176605,19.2156868,2242,37,2.35294127,17.25490189,31,-0.641,8.81,0.6491856,-0.00496,25,0.104,0,51
95,-1.49778533,9.10960674,4.22646093,0.05400378,50.98039246,0.06511937,20.3921566,34.90196228,14.06866074,84,29.41176605,14.90196037,2242,37,2.74509811,18.03921509,41.5,-0.0323,8.93,0.618272,0.0522,25,0.608,-0.556,51
95,-1.12086916,8.36415672,3.72141123,-0.04083341,50.98039246,-0.05951224,20.3921566,34.90196228,14.06866074,84,27.84313774,14.90196037,2271,37,2.74509811,18.4313736,44.5,0.335,8.99,0.12321,0.0141,25,0.367,-0.556,50
95,-1.58685017,9.17696667,4.27630758,0.06364888,49.80392075,0.02953481,20,34.90196228,14.06866074,84,26.66666794,13.72549057,2250.75,37,2.74509811,18.4313736,44.5,0.0897,8.84,2.4951136,0.0141,25,-0.245,0,49
95,-1.55496645,8.69766331,4.08500528,0.01127255,50.58823776,0.0392944,20,34.90196228,14.06866074,84,26.66666794,14.50980377,2250.75,37,2.35294127,18.03921509,40.5,0.0913,8.84,0.618272,0.0712,25,0.00155,1.11,49
95,-1.71722901,8.93297386,4.28184605,0.04386336,47.84313965,0.02521348,18.8235302,34.90196228,14.06866074,84,26.27450943,14.50980377,2249,37,0.78431374,17.25490189,40,0.462,8.87,0.0309136,-0.00496,25,0.37,-0.556,51
95,-1.5135026,9.22711182,4.67103672,0.08446556,47.84313965,0.05620341,18.8235302,33.72549057,14.06866074,84,20.3921566,7.45098019,2215.5,37,0.78431374,17.25490189,18,-0.0321,8.93,0.6491856,-0.0811,25,-0.494,0,50
95,-1.48027182,8.8642664,4.59080315,0.05669242,48.62745285,0.02906441,18.8235302,33.72549057,14.06866074,84,20.3921566,9.01960754,2215.5,37,0.78431374,16.47058868,18,-0.521,8.78,0.618272,-0.043,25,-0.488,-0.556,50
95,-1.53146529,8.85962677,4.45293999,0.04176217,48.62745285,0.04328487,18.8235302,33.72549057,14.06866074,84,20.7843132,9.01960754,2187.5,37,1.56862748,16.47058868,17.5,-0.281,8.84,0,-0.024,25,0.24,-0.556,49
95,-1.59927428,9.07951927,4.49275732,0.06443733,50.19607925,0.04138923,19.6078434,34.11764908,14.06866074,84,20.7843132,12.54901981,2152.25,37,1.56862748,16.47058868,17.5,-0.156,9.02,0.0309136,-0.024,25,0.125,0,48
95,-1.49494123,8.89195919,4.2565484,0.03540748,49.80392075,0.03598275,19.6078434,34.50980377,14.06866074,84,25.09803963,13.33333302,2152.25,37,1.56862748,17.64705849,31,-0.152,8.99,0.618272,0.0712,25,0.00317,0,48
95,-1.60660899,9.00063324,4.31417847,0.0495438,49.80392075,0.04661458,19.6078434,34.50980377,14.06866074,84,26.66666794,13.33333302,2139,37,2.35294127,18.03921509,40,0.454,8.9,0.0309136,0.166,25,0.606,-0.556,48
95,-1.42698252,8.80439091,4.19727182,0.02384382,50.19607925,0.00518711,19.6078434,34.50980377,14.06866074,84,25.88235283,12.94117641,2117,37,2.35294127,18.03921509,32,1.07,8.99,0.741482,0.243,25,0.618,0,47
95,-1.39045858,9.22366905,4.50368452,0.07488328,49.80392075,0.00303285,19.6078434,34.11764908,14.21369839,84,25.88235283,11.76470566,2117,37,1.56862748,17.25490189,32,1.55,9.14,2.4951136,-0.0876,25,0.475,-0.556,47
96,-1.34285748,9.28070068,4.54380131,0.08120292,49.01960754,0.04548308,19.2156868,34.11764908,14.21369839,83,22.74509811,11.76470566,2087.5,37,1.17647064,16.86274529,16,-0.549,8.88,0.618272,-0.0628,25,-0.243,-1.11,46
97,-1.68280065,9.09134483,4.2670269,0.05701441,50.19607925,0.03362165,19.6078434,34.50980377,14.06866074,83,32.15686417,17.64705849,1957.75,37,1.96078432,18.03921509,36.5,-0.405,8.96,0,-0.0819,25,0.335,-0.556,44
97,-1.45841718,9.10661316,4.53946018,0.06683928,50.19607925,0.02968702,18.8235302,33.33333206,14.06866074,83,27.05882454,12.54901981,1937.5,37,1.96078432,16.47058868,19,-0.524,9.01,0.0309136,-0.0149,25,-0.119,0,43
97,-1.57337809,8.97338963,4.35953426,0.04852515,48.62745285,-0.05753243,15.68627453,30.58823586,14.21369839,83,27.05882454,9.8039217,1775,37,0,16.47058868,19,-0.0946,8.96,0.618272,0.0234,25,0.43,0,43
97,-1.79042673,9.0905962,4.45922709,0.06716245,49.41176605,0.05130102,15.68627453,30.58823586,14.21369839,83,23.92156982,16.07843208,1775,37,0,16.86274529,18.5,0.15,8.99,0,-0.0149,25,0.244,-0.556,43
97,-1.43371856,9.03610897,4.38543034,0.05323809,49.41176605,0.04107943,15.68627453,30.58823586,14.21369839,83,34.50980377,16.07843208,774,37,0,15.68627453,18,-0.0948,8.82,0.12321,-0.0436,25,-0.245,0,42
97,-1.3900094,8.93731499,4.73345661,0.05962104,47.45098114,0.04097658,15.29411793,30.58823586,14.21369839,83,30.98039246,13.72549057,930.25,37,0,15.68627453,26,-0.283,8.82,2.95704,-0.0819,25,-0.189,0,42
97,-1.15814161,8.48106384,5.80088711,0.07304829,47.45098114,0.03932067,15.29411793,30.58823586,14.21369839,83,30.98039246,12.94117641,966.25,37,0,15.68627453,26,-0.532,8.72,9.98001,-0.0532,25,-0.249,1.11,42
97,-1.36111951,8.62581253,5.80073738,0.08766443,47.45098114,0.07094068,15.29411793,30.58823586,14.21369839,83,29.01960754,12.94117641,966.25,37,0,15.68627453,23.5,-0.35,8.45,2.4642,-0.0628,25,0.183,-2.22,44
97,-1.03434908,8.36131287,5.91554832,0.06838042,47.45098114,0.06904213,15.29411793,30.58823586,14.21369839,83,29.01960754,13.72549057,896.75,37,0,15.68627453,21,-0.426,8.45,4.44889,-0.0436,25,-0.0763,-1.11,40
97,-1.05799985,8.45352077,5.93006849,0.07711715,47.45098114,0.05847862,15.29411793,30.58823586,14.21369839,83,30.58823586,15.29411793,803,37,0,15.68627453,21,-0.296,8.54,88.9778,-0.0149,25,0.13,0,38
97,-1.1124866,8.37717915,5.96838856,0.07362181,47.45098114,0.06017067,15.29411793,30.58823586,14.21369839,83,30.58823586,15.68627453,795.25,37,0,15.68627453,20,-0.0998,8.87,0.0309136,-0.595,25,0.196,-6.67,38
98,-3.85927463,8.76053238,4.74887466,0.10830683,49.80392075,0.1094879,18.4313736,32.94117737,14.21369839,85,50.19607925,7.45098019,1696.75,38,2.74509811,19.6078434,33.5,-3.85,8.99,0.618272,-0.337,25,-1.67,0,26
98,-3.95567417,8.17195606,4.3712101,0.04616529,49.41176605,0.08779909,19.2156868,33.72549057,14.21369839,85,29.80392265,7.45098019,1696.75,38,0.39215687,16.47058868,40,-2.15,8.87,0,-0.0798,25,1.69,-0.556,26
98,-4.68600559,9.50104237,4.53062868,0.1935094,49.41176605,0.17491065,19.2156868,33.72549057,14.06866074,85,29.41176605,13.72549057,1678.75,38,0.39215687,20.3921566,34.5,-0.515,8.99,0.12321,0.435,25,1.64,0,25
98,-4.84976482,9.16858387,4.24008274,0.16448766,53.72549057,0.09194728,21.17647171,35.68627548,14.06866074,85,29.41176605,35.29411697,1721.75,38,3.92156863,20.3921566,34.5,2.78,8.87,2.4642,1.34,25,3.29,0,25
98,-5.50884438,7.59116411,2.92536664,0.02053052,58.03921509,0.11292551,23.13725471,35.68627548,14.06866074,85,53.72549057,35.29411697,1721.75,38,6.27450991,22.35294151,32.5,8.67,8.99,0.12321,1.53,25,5.89,1.11,25
98,-5.36319733,8.82325172,3.2003448,0.12093562,58.03921509,0.06765602,23.13725471,38.03921509,14.06866074,85,80,49.80392075,1846.75,38,6.27450991,22.35294151,32.5,9.8,9.21,2.4642,1.72,25,1.14,0,27
98,-3.52951026,9.11050415,2.63212657,0.05046147,61.17647171,0.06763203,25.88235283,40.7843132,14.06866074,85,80,60.39215851,1846.75,38,9.8039217,25.88235283,19.5,10.8,9.33,0.77284,1.72,25,0.975,1.11,27
98,-2.84827709,10.01821709,2.42555594,0.10910755,61.17647171,-0.03904812,25.88235283,40.7843132,14.06866074,85,85.09803772,60.39215851,2108.5,38,9.8039217,28.23529434,19,10.6,9.21,15.58001,1.72,25,-0.134,0,29
98,-1.84581161,9.6586647,2.39741445,0.05075151,63.13725662,0.04251861,27.05882454,41.17647171,14.06866074,85,85.09803772,63.13725662,2401.5,38,13.33333397,28.23529434,19,10.8,9.56,3.23704,1.53,25,0.134,2.78,29
98,-1.76273441,9.53472233,2.53497839,0.0406298,62.35294342,0.02197887,26.27450943,41.17647171,14.06866074,85,82.74510193,63.13725662,2401.5,38,10.98039246,27.45098114,21.5,9.21,9.44,15.4568,1.21,25,-1.57,1.11,34
98,-1.59253836,9.72497654,2.64065862,0.05897731,62.35294342,0.02371558,26.27450943,40.7843132,14.06866074,85,81.5686264,56.86274338,2647.5,38,10.98039246,27.45098114,25.5,7.35,9.67,0,0.757,25,-1.86,2.78,36
98,-1.5690372,9.7451849,2.90021896,0.06772,62.35294342,0.04907823,26.27450943,40.39215851,14.06866074,85,81.5686264,51.76470566,2834.25,38,10.98039246,27.45098114,25.5,4.49,9.79,0.77284,0.5,25,-2.86,0,41
98,-1.5878979,9.60387897,3.01712584,0.0578503,61.56863022,0.02094289,25.49019623,40,14.06866074,85,79.21569061,46.27450943,2834.25,38,10.1960783,26.66666794,31.5,2.93,9.56,15.4568,0.564,25,-1.56,0,41
98,-1.56843841,9.58681393,3.11951303,0.05904692,61.56863022,0.03996487,25.49019623,40,14.06866074,85,73.72549438,46.27450943,3028.75,38,10.1960783,26.66666794,36.5,3.38,9.21,3.73321,0.242,25,0.457,2.78,41
98,-1.43596387,9.05586815,4.21283913,0.04759604,55.68627548,0.02598344,21.96078491,34.90196228,14.06866074,85,73.72549438,20,3085.75,38,6.66666698,24.31372643,36.5,1.51,8.76,74.6642,1.08,25,-1.88,0,46
98,-1.37040019,9.04119873,4.26313496,0.04747909,47.45098114,0.03675162,18.03921509,40,14.06866074,85,27.84313774,8.23529434,3085.75,38,0,15.68627453,19.5,7.08,9.16,0,0.0244,25,5.57,6.11,46
99,-1.53790188,8.97099495,4.32390833,0.04618746,48.23529434,0.053287,21.17647171,35.29411697,14.06866074,84,50.19607925,34.50980377,2612.5,37,0,15.68627453,20.5,0.152,9.21,0.0309136,-0.0341,25,0.367,0,57
99,-1.56200182,9.23459625,3.57815909,0.04101914,48.23529434,0.02400538,21.17647171,38.82352829,14.06866074,84,78.8235321,23.52941132,1894.5,37,0,15.68627453,19.5,-0.212,9.21,0.6491856,-0.0341,25,-0.365,0,57
99,-1.6687299,9.59669399,3.44927716,0.07235152,65.49019623,0.0307352,27.05882454,41.17647171,14.06866074,84,78.8235321,70.58823395,1894.5,37,12.94117641,29.41176605,19.5,-0.212,9.34,0.618272,-0.0341,25,0,0.556,57
99,-1.61439288,9.70072746,3.67066669,0.08901674,65.49019623,0.06058488,27.05882454,41.17647171,14.06866074,84,94.50980377,70.58823395,1792.75,37,12.15686321,29.01960754,10.5,-0.209,9.25,0,-0.0341,25,0.00298,0.556,58
99,-1.5388,9.19447994,3.62815523,0.03872401,62.74509811,0.02007239,23.92156982,37.64706039,14.06866074,84,78.03921509,51.37254715,1829.5,37,12.15686321,29.01960754,10.5,-0.211,9.25,0,0.0244,25,-0.00198,0,59
99,-1.42159379,9.38353729,4.04174519,0.07051843,53.33333588,0.03341607,20,34.50980377,14.06866074,84,78.03921509,51.37254715,1829.5,37,5.09803915,22.74509811,18,0.151,9.16,0,-0.00488,25,0.362,0,59
99,-1.45497441,8.98476601,4.1689806,0.03950578,53.33333588,0.02510812,20,34.50980377,14.06866074,84,44.31372452,22.74509811,1825,37,5.09803915,22.74509811,39,-0.0305,9.12,0.12321,0.0244,25,-0.181,0,59
99,-1.45796812,8.97159386,4.32286072,0.04498404,50.98039246,0.03719679,19.6078434,34.50980377,14.06866074,84,44.31372452,19.6078434,1825,37,1.96078432,18.4313736,39,0.153,9.03,2.4642,0.0536,25,0.184,0,59
99,-1.68729126,9.08625507,4.3128314,0.05859286,50.98039246,0.04731267,19.6078434,34.50980377,14.06866074,84,36.86274719,19.6078434,1793.75,37,1.96078432,18.4313736,39.5,0.34,8.9,0,-0.00488,25,0.187,-1.11,59
99,-1.26202559,8.89360523,4.12931299,0.026784,50.98039246,0.03986336,19.6078434,34.50980377,14.06866074,84,38.4313736,22.35294151,1769.5,37,1.96078432,18.4313736,37,-0.0314,9.06,0.0309136,-0.0217,25,-0.371,0,57
100,-1.72621036,9.19253445,4.18335056,0.06345636,51.76470566,0.0309489,20.3921566,34.90196228,14.06866074,84,42.35294342,21.96078491,1740.5,37,2.74509811,18.8235302,39,-0.137,9.06,0.618272,-0.00939,25,0.309,0,57
100,-1.38177657,9.0124588,4.05162477,0.03606862,51.37255096,0.01741612,20.3921566,34.90196228,14.06866074,84,42.35294342,23.13725471,1726.5,37,2.35294127,18.8235302,39,-0.0593,9.06,0,0.0523,25,0.0779,-0.556,57
100,-1.5069164,9.06170654,4.13440228,0.04587644,50.98039246,0.04959311,20.3921566,34.90196228,14.21369839,84,40,23.13725471,1726.5,37,2.35294127,18.8235302,39.5,0.33,9.13,0.0309136,0.00294,25,0.39,0,56
100,-1.75375307,9.14598083,4.19382906,0.06011766,50.98039246,0.0362194,19.6078434,34.50980377,14.21369839,85,33.72549057,17.25490189,1706.25,37,2.35294127,18.8235302,39.5,0.0185,9.13,0.6491856,-0.00939,25,-0.312,0,56
100,-1.60675871,9.10616398,4.10311747,0.05022293,52.15686417,0.01658985,20.7843132,35.29411697,14.21369839,85,33.72549057,17.25490189,1706.25,37,2.74509811,19.2156868,33,-0.0589,9.06,0.741482,-0.0464,25,-0.0774,-0.556,56
100,-1.23373449,9.02233791,4.06075573,0.03537899,52.15686417,0.04942545,20.7843132,35.29411697,14.21369839,85,42.74509811,25.88235283,1692.75,37,2.74509811,19.2156868,34,-0.293,9.13,3.23704,-0.12,25,-0.234,0.556,55
100,-1.48027182,9.14119053,4.01839352,0.04800659,52.15686417,0.02935821,21.17647171,35.68627548,14.21369839,85,42.74509811,27.84313774,1678.75,37,2.74509811,19.2156868,34,-0.755,9.11,15.4568,-0.0186,25,-0.462,-1.11,56
101,-1.45796812,8.90662861,3.91316247,0.02175206,52.15686417,0.02585729,21.17647171,35.29411697,14.06866074,85,49.41176605,27.84313774,1661.5,37,2.74509811,19.2156868,37.5,-0.117,9.03,0.0309136,-0.0447,25,0.338,-2.78,54
102,-1.5560143,9.15675831,4.45084429,0.0688867,47.45098114,0.05127019,18.03921509,32.54901886,14.06866074,85,38.03921509,8.62745094,1514.75,37,0,15.29411793,18.5,-0.284,9.03,0.618272,-0.025,25,-0.00137,0,49
102,-1.47054195,9.03955173,4.55891991,0.06184751,47.45098114,0.030564,18.03921509,32.54901886,14.06866074,85,22.35294151,8.62745094,1469.5,37,0,15.68627453,13,-0.159,8.99,0.0309136,-0.0644,25,0.125,-0.556,49
102,-1.47727799,8.85019588,4.47015429,0.04086536,47.45098114,0.00936587,17.64705849,32.54901886,14.06866074,85,22.35294151,8.23529434,1435.75,37,0,15.68627453,13,-0.411,8.99,0.618272,-0.0644,25,-0.252,0,48
102,-1.51499951,9.23534489,4.68076611,0.08567196,47.05882263,0.05723567,18.03921509,32.54901886,14.06866074,85,21.17647171,8.23529434,1435.75,37,0,15.29411793,13,-0.411,9.08,0.12321,-0.0644,25,0,-0.556,48
102,-1.47608042,8.8774395,4.4218049,0.04111701,47.05882263,0.02719497,18.03921509,32.54901886,14.06866074,85,20.7843132,7.84313726,1381.25,37,0,15.29411793,12,-0.407,9.08,2.58741,-0.0644,25,0.00396,0,47
102,-1.405128,9.11649227,4.51236629,0.06575865,47.45098114,0.04711631,18.03921509,32.54901886,14.06866074,85,20.7843132,8.23529434,1330.25,37,0,15.29411793,12,-0.407,9.03,2.4642,-0.025,25,0,-1.11,47
102,-1.23657846,9.02218819,4.47689009,0.0534026,47.05882263,0.04285673,16.86274529,32.54901886,14.06866074,85,21.17647171,8.23529434,1330.25,37,0,15.29411793,11.5,-0.159,9.03,0.0309136,-0.0447,25,0.248,-1.11,45
102,-1.28792179,9.10511589,4.32465696,0.05487317,47.05882263,0.03622701,16.86274529,31.37254906,14.06866074,85,23.52941132,8.23529434,1278,37,0,15.29411793,13,-0.284,9.12,0.6491856,-0.0644,25,-0.125,0,43
102,-1.32818806,8.98132324,4.32001638,0.04391247,48.62745285,0.0242941,15.68627453,30.58823586,14.06866074,85,23.52941132,15.29411793,1278,37,0,16.47058868,13,-0.405,9.08,0.618272,0.0144,25,-0.121,-0.556,43
102,-1.37938154,8.94479942,4.27361298,0.03926402,48.62745285,0.02625847,15.68627453,30.58823586,14.06866074,85,29.80392265,15.29411793,1235.75,37,0,16.47058868,37,0.0908,9.03,10,-0.00532,25,0.496,-0.556,42
102,-1.30768061,8.76786709,4.19876862,0.01889127,48.62745285,0.02672531,15.68627453,30.58823586,14.06866074,85,30.58823586,15.68627453,1197.5,37,0,16.47058868,35,-0.0337,8.95,200,-0.00532,25,-0.125,0,41
102,-1.39390135,9.06679535,4.30714321,0.05204386,48.62745285,0.0245673,15.68627453,30.58823586,14.06866074,85,30.58823586,16.07843208,1171.75,37,0,16.47058868,35,-0.0341,9.36,0,-0.0213,25,-0.00033,-10,41
103,-2.17048645,9.69833183,2.68332005,0.0683493,57.64706039,0.01161095,24.31372643,38.82352829,14.06866074,85,87.84313965,62.35293961,1628.75,37,9.8039217,26.27450943,11.5,-0.13,9.55,0.49284,-0.0213,25,0.97,0,23
103,-1.94849813,9.70042801,2.8211832,0.06778067,61.56863022,0.04133568,24.70588303,38.82352829,14.06866074,85,83.92156982,60,1808.5,37,9.8039217,26.27450943,16.5,-0.128,9.27,9.98001,-0.0379,25,0.00259,0,23
103,-1.85673892,9.72617435,3.41185498,0.08659846,58.03921509,0.06796324,23.13725471,37.25490189,14.06866074,85,83.92156982,46.27450943,1967,37,7.84313726,24.70588303,16.5,-0.234,9.46,2.4642,0.045,25,-0.106,2.22,23
103,-1.47787678,9.16544056,3.10484338,0.01688504,56.47058868,0.04156564,23.52941132,37.25490189,14.06866074,85,68.62744904,46.27450943,1967,37,7.05882359,23.92156982,26.5,0.273,9.27,0.49284,0.045,25,0.507,1.11,27
103,-1.75554931,9.41018105,3.15079784,0.0462932,56.47058868,0.02764422,23.52941132,37.25490189,14.06866074,85,71.37255096,46.27450943,2078,37,7.05882359,23.92156982,28,0.278,9.17,9.8568,-0.0213,25,0.00558,0,29
103,-1.50332379,9.33713341,3.22788763,0.03766078,57.64706039,0.0190088,23.13725471,37.25490189,14.06866074,85,71.37255096,43.13725662,2205.25,37,7.05882359,23.52941132,28,-0.133,9.36,0.12321,0.0118,25,-0.411,2.22,29
103,-1.72381532,9.29192734,3.21217036,0.03647774,55.68627548,0.01782536,23.13725471,37.64706039,14.06866074,85,70.19608307,38.82352829,2205.25,37,5.09803915,21.96078491,31.5,0.0725,9.36,2.4642,-0.0544,25,0.206,0,33
103,-1.76168656,9.42470169,3.23477316,0.05048901,55.68627548,0.0363352,23.13725471,37.64706039,14.06866074,85,63.92156982,38.82352829,2311.5,37,6.27450991,22.74509811,33,-0.333,9.36,0.12321,-0.0876,25,-0.406,1.11,33
103,-1.72097123,9.53891373,3.36739755,0.06499261,56.86274719,0.0248774,23.92156982,38.03921509,14.06866074,85,63.92156982,40,2441.25,37,6.27450991,22.74509811,33,-0.536,9.36,5.55556,-0.0544,25,-0.203,0,35
103,-1.57292902,9.53636932,3.3772769,0.06265777,56.47058868,0.04095127,23.52941132,38.03921509,14.06866074,85,63.52941132,40,2441.25,37,6.27450991,22.74509811,37.5,-0.333,9.36,61.8272,-0.071,25,0.203,1.11,35
103,-1.69447637,9.53547096,3.40916061,0.06562251,56.47058868,0.04097364,23.52941132,38.03921509,14.06866074,85,61.56863022,37.25490189,2557.75,37,6.27450991,22.74509811,38.5,-0.435,9.31,0,-0.0412,25,-0.101,5.56,37
104,-1.73653889,9.30944061,3.60136104,0.05179161,55.68627548,0.04204375,23.13725471,37.64706039,14.06866074,85,64.31372833,37.25490189,2196,36,6.66666698,21.96078491,34,-0.254,9.39,0.12321,-0.000559,25,0.125,0,47
104,-1.6456778,9.16499138,3.7022512,0.04046565,54.11764908,0.02181457,22.35294151,36.86274719,14.06866074,84,64.31372833,30.98039246,2242,36,5.49019623,21.96078491,34,-0.00341,9.22,2.4642,-0.0158,25,0.25,0,47
104,-1.70884645,9.46197414,3.90208554,0.076765,54.11764908,0.01596485,22.35294151,36.86274719,14.06866074,84,55.68627548,30.98039246,2242,36,5.09803915,20.3921566,38,-0.0982,9.31,0,-0.0158,25,-0.0948,1.11,47
104,-1.50407231,8.99569321,3.73817635,0.02378196,54.11764908,0.02790599,22.35294151,36.47058868,14.06866074,84,50.19607925,29.80392075,2267,36,4.31372547,20.3921566,40,-0.0973,9.14,0,-0.0564,25,0.000898,0,49
104,-1.5799644,9.2625885,4.02183676,0.0608868,52.94117737,0.04224274,21.56862831,36.07843018,14.06866074,84,39.60784531,21.96078491,2269.5,36,4.31372547,20.3921566,40,-0.354,9.05,0,-0.0412,25,-0.257,0,49
104,-1.56140304,9.03970146,4.11075163,0.04371816,50.98039246,0.042933,20.7843132,35.29411697,14.06866074,84,39.60784531,16.86274529,2269.5,36,3.13725495,18.8235302,41,-0.261,9.05,0,-0.0412,25,0.0932,0,49
104,-1.59777737,9.1214323,4.13305521,0.0527193,50.98039246,0.03407248,20.7843132,35.29411697,14.06866074,84,30.98039246,16.86274529,2257,36,3.13725495,18.03921509,39.5,-0.261,9.05,0,-0.0107,25,0,0,49
