ITSC_ID, G(x), G(y), G(z), G(calibrated),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Barometric pressure (from vehicle)(psi),Engine Coolant Temperature(℃),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Intake Air Temperature(℃),Relative Throttle Position(%),Throttle Position(Manifold)(%),Timing Advance(°),ACC_Y(m/s^2),ACC_Z(m/s^2),ENV1,ENV2,ENV_SPEED_LIMIT(km/h),DELTA_THETA(°),ACC_X(m/s),Speed (OBD)(km/h)
337,0.42451721,8.79960155,-6.83433771,0.15559012,47.84313965,0.01958592,15.68627453,31.76470566,14.06866074,66,69.80392456,5.49019623,3321,23,0,16.07843208,39.5,2.53,6.68,0,0.155,25,2.79,2.78,46
337,-0.23890319,6.79182625,-6.76563072,-0.0034706,75.29412079,-0.02213662,32.15686417,31.76470566,14.06866074,66,64.31372833,5.49019623,2415.5,23,21.17647171,36.86274719,-1.5,1.33,7.35,0,0.108,25,-1.2,0,51
337,-1.23642886,8.60740089,-6.89391422,0.15018684,75.29412079,0.1315733,32.15686417,46.27450943,14.06866074,66,97.2549057,78.03921509,2367,23,21.17647171,36.86274719,15.5,0.842,7.35,0.77284,-0.405,25,-0.484,0,51
337,-2.61416388,4.85455513,-7.68816233,-0.01658744,74.50980377,-0.11722153,31.37254906,45.49019623,14.06866074,66,97.2549057,75.68627167,2497.5,23,21.56862831,37.25490189,15.5,-3.16,7.18,15.4568,0.0147,25,-4,0,51
337,-1.95508432,6.38602018,-6.88163948,-0.00346619,73.72549438,-0.08664369,31.37254906,45.49019623,14.06866074,66,96.07843018,75.68627167,2497.5,23,20.3921566,36.47058868,17.5,0.117,6.85,96.721,-0.0786,25,3.28,2.78,51
337,-0.97881454,7.99831724,-5.71421719,0.02597576,73.72549438,0.02085227,30.98039246,44.70588303,14.06866074,66,94.50980377,75.29412079,2620.25,23,20.3921566,36.47058868,19.5,-0.657,7.52,1937.51136,0.295,25,-0.775,0,56
337,-2.0213964,8.05819321,-5.83381844,0.05381638,69.01960754,0.03516995,28.62745094,43.13725662,14.06866074,66,94.50980377,70.58823395,2699,23,16.07843208,32.54901886,19.5,2.25,5.62,64.3272,0.46,25,2.9,-31.1,56
338,-3.25572968,5.37202883,-7.19149542,-0.00764465,64.70588684,-0.02631211,28.23529434,41.96078491,14.06866074,79,94.11764526,68.23529053,1977.25,24,12.54901981,29.41176605,16.5,4.7,5.62,50,0.244,25,9.17,5.56,0
338,-3.5404377,7.43922997,-5.66721487,0.03833824,64.70588684,-0.03883104,28.23529434,41.96078491,14.06866074,79,87.84313965,65.49019623,2213.25,24,8.62745094,25.49019623,20.5,2.49,6.06,0.49284,0.46,25,-2.21,5,10
338,-3.30033684,7.00707865,-6.61863661,0.05754393,60,0.03889877,25.49019623,40.39215851,14.06866074,79,75.6862793,52.15686417,2846.75,24,8.62745094,25.49019623,20.5,4.36,6.5,11.82816,0.316,25,1.86,0,19
338,-3.29898977,6.80020905,-7.13461351,0.07849985,64.31372833,0.00147385,27.05882454,41.96078491,14.06866074,79,75.6862793,52.94117737,2846.75,24,13.33333397,29.41176605,29.5,2.79,6.5,39.4272,0.172,25,-1.57,2.22,19
338,-3.35377574,6.69138527,-6.98372746,0.06252068,64.31372833,0.05475426,27.05882454,41.96078491,14.06866074,79,78.4313736,52.94117737,3442.75,24,13.33333397,29.01960754,27.5,1.52,6.72,1.10889,0.604,25,-1.27,4.44,23
338,-2.32780933,8.196805,-5.19524622,0.03631133,63.52941132,0.01765885,22.35294151,30.58823586,14.06866074,79,78.4313736,11.76470566,3842,24,11.37254906,29.01960754,27.5,5.16,6.5,22.45669,0.0285,25,3.64,0,31
338,-2.69394779,6.58016634,-7.56886053,0.07759088,64.31372833,-0.00160113,26.66666794,40.7843132,14.06866074,79,18.4313736,11.76470566,3842,24,10.58823586,19.2156868,16.5,0.251,6.72,5.5778,-0.619,25,-4.91,3.33,31
338,-3.27668619,6.12376547,-5.90611839,0.05381638,64.31372833,0.03516989,26.66666794,40.7843132,14.06866074,79,80,60,2529.5,24,11.76470566,27.84313774,22,-5.29,6.94,0.12321,-0.259,25,-5.54,1.67,37
338,-1.50092876,7.41947126,-6.4006896,0.02951282,62.74509811,-0.03561672,23.52941132,38.03921509,14.06866074,79,80,41.17647171,2835.75,24,11.76470566,27.84313774,22,-2.14,7.38,2.4642,-0.475,25,3.15,0,40
338,-0.27887008,7.02608919,-6.50427437,-0.0045898,57.64706039,0.00073767,23.13725471,38.03921509,14.06866074,79,64.31372833,41.17647171,2835.75,23,7.45098066,23.52941132,38.5,-3.69,7.38,0.27889,-0.259,25,-1.55,1.11,40
338,-0.72868466,6.82011747,-6.39350462,-0.02517259,57.64706039,0.02280652,23.13725471,38.03921509,14.06866074,79,60.7843132,37.64706039,3000,23,7.45098066,23.52941132,39.5,-2.01,7.16,5.70101,-0.619,25,1.68,0,42
338,-0.49038026,7.66885233,-6.23363686,0.02765924,56.86274719,-0.01066611,23.13725471,37.64706039,14.06866074,79,60.7843132,32.54901886,3121.75,23,7.45098066,23.52941132,39.5,-4.96,7.38,2.4642,-0.403,25,-2.95,1.67,42
338,-0.51612669,8.05175591,-6.19666386,0.05603248,54.50980377,-0.07388597,21.56862831,37.64706039,14.06866074,79,55.29411697,32.54901886,3121.75,23,5.49019623,22.35294151,38,-3.13,6.94,0.12321,-0.475,25,1.83,1.11,45
338,-0.60938281,7.49072313,-6.27944183,0.01732332,54.50980377,-0.03972409,21.56862831,36.07843018,14.06866074,79,55.29411697,21.1764698,3226.5,23,5.49019623,22.35294151,38,-3.93,7.16,2.4951136,-1.05,25,-0.795,0,47
338,-1.07566309,7.79309416,-5.05334139,-0.02787393,50.98039246,-0.03406104,19.2156868,34.11764908,14.06866074,79,35.68627548,21.1764698,3226.5,23,2.74509811,19.6078434,46.5,-8.44,7.38,0.618272,-0.547,25,-4.51,1.11,47
338,-0.48005173,7.98679161,-5.63173866,0.01639706,50.98039246,0.01912527,19.2156868,34.11764908,14.06866074,79,21.17647171,8.62745094,3246,23,0.78431374,16.86274529,23.5,-4.25,7.38,0.0309136,-0.475,25,4.19,-0.556,49
338,-0.5360353,7.36887646,-5.55629539,-0.03864908,49.41176605,-0.05732714,18.8235302,33.72549057,14.06866074,79,18.8235302,6.66666651,3135,23,0.78431374,16.86274529,23.5,-3.69,7.83,0.618272,-0.259,25,0.56,0,48
338,-0.66207319,7.70822048,-5.6809864,-0.00257343,49.41176605,-0.03860487,19.2156868,33.72549057,14.06866074,79,18.8235302,8.23529434,3135,23,1.17647064,16.86274529,23,-1.9,7.61,0.0309136,-0.619,25,1.79,-0.556,48
338,-0.50445098,8.12764835,-5.65254545,0.02948314,49.41176605,-0.00078773,19.2156868,33.72549057,14.06866074,80,20.7843132,8.23529434,3033.5,23,1.17647064,19.2156868,27.5,-4.67,7.38,0.6491856,-0.475,25,-2.77,0,47
338,0.7614665,7.69085693,-5.74744797,0.00078559,52.54901886,-0.01787901,20,34.90196228,14.06866074,80,20.7843132,13.33333302,2917.75,23,3.52941179,19.2156868,27.5,-3.69,7.61,0.618272,-0.115,25,0.98,-0.556,47
338,0.00703537,7.20661354,-6.04757404,-0.02198941,50.98039246,0.07062705,20,34.50980377,14.06866074,80,25.88235283,13.33333302,2917.75,23,2.74509811,18.8235302,33.5,-0.87,7.16,0,0.0285,25,2.82,-0.556,46
338,0.0703537,8.42238522,-6.12720823,0.08073038,50.98039246,0.06209306,20,34.50980377,14.06866074,80,24.70588303,12.94117641,2904.5,23,2.74509811,18.4313736,30.5,0.228,7.38,0.12321,0.1,25,1.1,0,45
338,0.06571335,7.79444122,-5.48414564,-0.00947505,50.98039246,-0.02217377,19.2156868,32.54901886,14.06866074,80,24.70588303,7.05882359,2866.25,23,2.35294127,18.4313736,30.5,0.779,7.38,2.4642,0.172,25,0.552,0,45
338,0.78362048,8.43196583,-6.36027384,0.09859294,50.98039246,0.05293608,19.2156868,32.54901886,14.06866074,80,17.25490189,7.05882359,2866.25,23,0,15.68627453,21.5,1.34,7.38,0.0309136,-0.691,25,0.559,-1.11,45
338,0.9383986,7.58098507,-5.25108051,-0.03608513,47.45098114,-0.08702006,15.68627453,30.58823586,14.06866074,80,18.8235302,7.05882359,2735,23,0,15.68627453,21,-5.37,8.27,1.111112,0.1,25,-6.71,0,43
338,1.71169055,8.51279736,-5.24494314,0.05307847,48.62745285,0.00999331,15.29411793,30.58823586,14.06866074,80,18.8235302,7.45098019,2516.25,23,0,16.47058868,21,0.696,8.05,9.8568,-0.547,25,6.07,-0.556,43
338,0.73197782,9.21513748,-4.76354408,0.07907361,49.01960754,0.06043572,15.29411793,30.58823586,14.06866074,80,19.6078434,7.45098019,2516.25,23,0,16.86274529,20.5,-3.9,7.13,0.27889,-0.111,25,-4.6,2.22,42
339,-0.41688308,7.53577948,-6.32240248,0.02262217,57.64706039,-0.01188813,23.13725471,37.25490189,14.06866074,83,72.15686035,46.27450943,2207.75,23,7.84313726,23.52941132,29.5,-0.889,7.47,5.5778,-0.111,25,-1.27,0,46
339,-0.73871386,7.28250599,-6.17675543,-0.004677,57.64706039,-0.00262284,22.74509811,37.64706039,14.06866074,83,72.15686035,45.88235474,2261.5,23,7.45098066,23.52941132,29.5,-0.849,7.92,0,-0.0159,25,0.0402,1.67,46
339,-1.1847862,7.14838505,-6.3569808,0.00158995,57.25490189,0.01440575,22.74509811,37.64706039,14.06866074,83,71.76470947,45.88235474,2261.5,23,7.84313726,23.52941132,30,-0.115,7.8,0.12321,-0.0159,25,0.734,0,49
339,-0.69739974,6.93462944,-6.43571663,-0.01397544,57.25490189,-0.03788311,22.74509811,37.25490189,14.06866074,83,67.45098114,43.92156982,2304.5,23,7.84313726,23.52941132,33.5,-0.117,7.92,2.4642,-0.0475,25,-0.00166,0,49
339,-0.74320447,7.31917953,-6.26686811,0.00413555,55.68627548,-0.01452789,21.96078491,36.86274719,14.06866074,83,67.45098114,36.07843018,2320.25,23,6.27450991,22.35294151,33.5,-0.344,7.69,0,0.0157,25,-0.227,1.11,49
339,-4.51985073,5.35915565,-5.3395462,-0.08268088,55.29411697,-0.31997493,21.96078491,36.86274719,14.06866074,83,60.39215851,36.07843018,2320.25,23,6.27450991,21.96078491,36.5,0.117,7.58,0,-0.0159,25,0.46,0,51
339,-1.25259519,7.49221992,-5.88815546,-0.00127798,55.29411697,-0.10484762,21.96078491,36.86274719,14.06866074,83,59.2156868,35.29411697,2344.5,23,6.27450991,21.96078491,37,-0.12,7.69,0.12321,-0.0475,25,-0.237,0,51
339,0.10822494,7.32756233,-6.57253218,0.02245921,55.29411697,-0.00738413,21.96078491,36.86274719,14.06866074,83,59.2156868,35.29411697,2357.75,23,6.27450991,21.96078491,37,-0.354,7.35,3.23704,-0.0475,25,-0.233,0,51
339,-0.86624861,6.90124893,-6.40877295,-0.01690209,55.29411697,-0.03557274,21.96078491,36.86274719,14.06866074,83,58.4313736,35.29411697,2357.75,23,6.27450991,21.96078491,37.5,-0.37,7.58,15.4877136,-0.0475,25,-0.0162,1.11,51
339,-0.36748582,8.12300777,-6.34066439,0.07009798,55.29411697,0.0514571,21.96078491,36.86274719,14.06866074,83,57.25490189,34.90196228,2377.25,23,6.27450991,21.96078491,38,-0.359,7.09,0.741482,-0.225,25,0.011,-2.78,53
340,0.61566973,6.55412054,-6.42104721,-0.0435949,53.72549057,-0.01900984,21.56862831,36.07843018,14.06866074,83,48.23529434,26.66666603,2282,23,4.70588255,20.3921566,39.5,-1.82,7.09,2.4642,-0.0775,25,0.65,0.556,48
340,0.20836669,7.12203979,-6.32359982,-0.00989604,53.33333588,-0.01785745,21.17647171,35.68627548,14.06866074,83,45.09804153,23.92156792,2282,23,4.31372547,20,40.5,-0.626,7.16,0,-0.0355,25,1.19,1.11,49
340,-0.73377413,8.14830589,-5.76675797,0.03932983,53.33333588,0.00199457,21.17647171,35.68627548,14.06866074,83,39.60784531,23.92156792,2296,23,4.31372547,19.6078434,41,-0.284,7.63,0,-0.0355,25,0.342,0,51
340,-0.11645783,7.16350365,-6.12137032,-0.02040851,52.54901886,-0.03908034,20.7843132,35.68627548,14.06866074,83,39.60784531,21.1764698,2311.5,23,3.92156863,19.6078434,41,-0.267,7.49,0,-0.0145,25,0.0176,0,51
340,-0.51912045,6.73075342,-6.00147009,-0.0602327,52.15686417,-0.04870393,20.3921566,35.68627548,14.06866074,83,35.29411697,21.1764698,2311.5,23,3.52941179,19.2156868,41.5,-0.111,7.83,0,0.0275,25,0.156,0,51
340,-0.48304549,7.58233261,-5.90267515,-0.00025004,52.15686417,-0.01891496,20.3921566,35.29411697,14.06866074,83,30.98039246,18.43137169,2318.75,23,2.35294127,18.03921509,46,0.201,7.7,0.0309136,-0.0145,25,0.312,0,51
340,-0.21824616,8.35652256,-5.5287528,0.0406397,50.58823776,-0.04258395,20,34.50980377,14.06866074,83,30.98039246,13.72549057,2287.5,23,2.35294127,18.03921509,46,-0.108,7.63,0.618272,-0.0985,25,-0.309,0,51
340,0.47601014,7.82827091,-5.99907494,0.02553135,49.41176605,-0.05512407,19.6078434,34.11764908,14.06866074,83,24.70588303,11.76470566,2287.5,23,1.56862748,17.25490189,31.5,-0.74,7.63,0,-0.0145,25,-0.632,-0.556,51
340,-0.05733078,7.57305193,-5.90956116,-0.00178415,49.41176605,-0.02044959,19.6078434,34.11764908,14.06866074,83,23.52941132,11.76470566,2278,23,1.56862748,17.25490189,28,-0.109,7.56,0.0309136,-0.0355,25,0.631,0,50
340,-0.42571473,7.29223585,-5.70613384,-0.0361284,49.41176605,-0.03804073,19.2156868,34.11764908,14.06866074,83,23.13725471,11.37254906,2236.5,23,1.56862748,17.25490189,24.5,-0.269,7.63,5.831112,-0.0145,25,-0.16,0,50
340,-0.36868331,7.70507717,-5.88576031,0.00808275,47.45098114,-0.01057933,15.68627453,30.58823586,14.06866074,83,23.13725471,5.88235283,2236.5,23,0,17.25490189,24.5,-0.109,7.83,104.2568,0.00651,25,0.16,-0.556,50
340,-0.01766327,8.033494,-5.66302347,0.02092606,47.45098114,-0.036123,15.68627453,30.58823586,14.06866074,83,17.25490189,5.88235283,2192.75,23,0,15.68627453,17,0.0476,6.76,0.12321,-0.0798,25,0.156,-7.22,49
341,1.17984653,8.1903677,-7.0745883,0.12877268,58.03921509,0.01151292,23.52941132,37.64706039,14.06866074,83,66.27451324,43.52941132,2513.25,24,8.23529434,23.92156982,31,-0.677,7.22,2.4951136,-0.102,25,-0.00766,0,36
341,-0.02170486,7.60044479,-6.98252964,0.07108921,56.07843399,0.05244865,23.13725471,37.25490189,14.06866074,83,66.27451324,34.11764526,2513.25,24,6.66666698,22.35294151,35.5,-0.812,7.06,0.618272,-0.0798,25,-0.135,1.11,36
341,-0.52765274,7.05961943,-6.20519638,-0.02137941,56.07843399,-0.06061602,23.13725471,37.25490189,14.06866074,83,52.94117737,34.11764526,2514.75,24,6.66666698,20.7843132,39,-0.648,7.3,0,-0.0573,25,0.165,-0.556,38
341,0.38425094,6.83448744,-6.16463041,-0.04196054,53.33333588,-0.06063972,21.17647171,35.68627548,14.06866074,83,52.94117737,20.7843132,2464.75,24,4.70588255,20.7843132,39,-0.45,6.91,0.0309136,-0.0123,25,0.197,0,37
341,0.76895094,7.00767756,-6.16762447,-0.02617037,51.76470566,-0.04384601,20.7843132,35.29411697,14.06866074,83,36.07843018,16.86274529,2464.75,24,3.13725495,18.8235302,41.5,-0.102,7.06,0.618272,-0.0198,25,0.348,0,37
341,-0.1553769,7.74474478,-6.25788689,0.03411013,51.76470566,0.0154569,20.7843132,35.29411697,14.06866074,83,30.19607925,16.86274529,2389.75,24,4.31372547,19.6078434,39,-0.161,7.22,0.0309136,-0.0198,25,-0.0586,-0.556,37
341,-0.52795213,6.86622143,-5.77783489,-0.06466192,52.54901886,-0.16532941,21.17647171,35.68627548,14.06866074,83,39.2156868,24.70588303,2321.75,24,4.31372547,19.6078434,39,-0.157,7.14,0.618272,-0.0123,25,0.00344,0,36
341,-0.58737856,7.76929379,-5.63907337,-0.00057107,53.72549057,-0.06140286,21.17647171,35.68627548,14.06866074,83,39.2156868,23.13725471,2289,24,4.70588255,20.7843132,35,-0.0988,6.91,0,0.0102,25,0.0585,-0.556,36
341,0.23082,7.15856361,-6.17989874,-0.01668948,53.33333588,-0.0752352,21.17647171,35.68627548,14.06866074,83,39.2156868,23.13725471,2289,24,4.31372547,20,40.5,0.0846,7.53,0,0.0102,25,0.183,0,35
341,0.2971321,7.51527214,-5.90581894,-0.00620329,53.33333588,-0.06072489,21.17647171,36.07843018,14.06866074,83,38.4313736,24.31372643,2340.5,24,3.52941179,19.2156868,41.5,0.0776,7.37,0,0.0252,25,-0.00694,0,35
341,0.21659958,6.79107809,-6.09412718,-0.05061221,52.15686417,-0.06929433,20.7843132,35.68627548,14.06866074,83,38.4313736,20,2397.5,24,3.52941179,19.2156868,41.5,0.196,7.68,0,0.0402,25,0.118,0,35
341,-0.11780503,7.5338335,-6.05910015,0.00460398,50.58823776,-0.03226953,20,34.50980377,14.06866074,83,32.54901886,13.33333302,2397.5,24,2.35294127,18.03921509,45,0.3,7.3,0,-0.0198,25,0.104,0,35
341,0.20118164,7.81375122,-5.53518963,-0.00085837,50.58823776,-0.01952348,20,34.50980377,14.06866074,83,20,13.33333302,2417,24,2.35294127,16.47058868,17.5,-0.156,7.37,0.12321,-0.0198,25,-0.456,0,35
341,0.47780639,7.92556858,-5.72484493,0.016819,49.01960754,-0.03567693,19.2156868,34.11764908,14.06866074,83,20,10.5882349,2407.75,24,0.39215687,16.47058868,17.5,-0.154,7.45,2.4642,-0.0273,25,0.00163,0,35
341,-0.06451584,7.79339361,-5.72125244,0.0045442,49.80392075,-0.04024014,19.6078434,34.11764908,14.06866074,83,21.17647171,10.5882349,2407.75,24,1.56862748,17.64705849,24,-0.21,7.84,0.0309136,0.0252,25,-0.0561,1.11,35
341,-0.26285338,7.74474478,-5.75523186,0.00295597,49.80392075,0.00374367,19.6078434,34.50980377,14.06866074,83,23.13725471,12.54901981,2407.75,24,1.56862748,17.64705849,24,0.184,7.61,0.618272,-0.0798,25,0.394,0,37
341,-0.54007691,7.7161541,-5.7914567,0.00400531,51.37255096,-0.00049417,19.6078434,34.50980377,14.06866074,83,23.13725471,16.07843208,2407.75,24,3.13725495,18.8235302,39.5,-0.602,7.53,0,0.0102,25,-0.786,-0.556,37
341,-0.25402176,7.54071903,-5.3416419,-0.03864902,51.37255096,-0.05732709,19.6078434,34.50980377,14.06866074,83,25.49019623,16.07843208,2385,24,0,16.07843208,23.5,0.0776,7.76,0,-0.0423,25,0.679,0,36
341,-0.0703537,7.984097,-5.57306099,0.01156169,48.62745285,-0.02395222,15.68627453,30.58823586,14.06866074,83,18.4313736,7.84313726,2372.5,24,0,16.07843208,23.5,-0.313,8.22,0.0309136,0.0102,25,-0.39,0,36
341,-0.34712815,8.05804348,-5.2525773,0.00014961,49.01960754,-0.04642597,17.25490189,32.15686417,14.06866074,83,18.4313736,9.01960754,2372.5,24,0,16.47058868,19.5,0.0711,7.68,1.727162,-0.00481,25,0.384,0,36
341,-0.32138169,8.27823544,-5.17189503,0.01454717,49.01960754,0.00591158,17.25490189,32.15686417,14.06866074,83,19.6078434,9.01960754,2306.25,24,0,16.47058868,18.5,-0.0358,8.07,22.30101,0.0477,25,-0.107,-0.556,36
341,-0.29832962,8.23003578,-5.14195728,0.00869137,48.62745285,6.37E-05,17.64705849,32.54901886,14.06866074,83,19.6078434,8.62745094,2232.75,24,0,16.47058868,18.5,0.339,7.77,2.4642,-0.277,25,0.375,-3.33,35
342,-1.70016444,7.37022352,-5.72499466,-0.01401615,54.90196228,-0.00507374,20.3921566,34.90196228,14.06866074,37,56.86274719,39.2156868,2078,33,2.35294127,21.56862831,28,-2.04,7.98,0.49284,-0.0445,25,-1.71,1.11,29
342,-2.04893923,8.14351559,-5.12863493,0.02201813,54.90196228,0.01353734,19.6078434,33.72549057,14.06866074,37,45.49019623,29.80392075,2175.75,33,2.35294127,21.56862831,28,-0.319,8.09,9.8568,0.033,25,1.72,0,31
342,-1.728755,8.23033524,-5.22712994,0.02837962,53.33333588,0.02463841,19.2156868,33.72549057,14.06866074,37,45.49019623,26.27450943,2175.75,33,1.56862748,20,30.5,0.234,7.88,0.0309136,0.266,25,0.553,2.22,31
342,-1.28148508,8.04996014,-5.25781631,0.00778002,53.33333588,0.00758732,19.2156868,33.72549057,14.06866074,37,43.13725662,26.27450943,2232,32,1.56862748,20.7843132,28.5,1.93,7.88,0.618272,0.266,25,1.7,0,35
342,-0.3662883,7.46961689,-5.65973043,-0.02495515,54.90196228,0.01253216,19.2156868,34.11764908,14.06866074,37,43.13725662,28.62745094,2232,32,1.96078432,20.7843132,28.5,1.93,7.88,0,0.266,25,0,-0.556,35
342,-1.23463261,8.24919605,-5.57755136,0.04184133,54.90196228,0.02319074,19.2156868,34.11764908,14.06866074,38,45.88235474,28.62745094,2327.25,32,2.35294127,21.17647171,28,1.93,8.2,0.27889,0.576,25,0,0,34
342,-1.15230381,7.91583872,-5.54462004,0.01114994,54.50980377,-0.01111677,19.2156868,34.11764908,14.06866074,38,45.88235474,26.66666603,2400,32,2.35294127,21.17647171,28,4.03,7.98,5.5778,0.498,25,2.1,0,34
342,-0.97103071,7.79294443,-5.65718603,0.00561249,54.11764908,-0.03098644,19.2156868,34.11764908,14.06866074,38,41.96078491,26.66666603,2400,32,1.96078432,20.7843132,30,3.58,7.88,0,0.343,25,-0.45,1.67,34
342,-0.54561538,7.91868305,-5.60748911,0.00966185,54.11764908,0.00792799,19.2156868,34.11764908,14.06866074,38,40.39215851,25.88235283,2470.25,32,1.96078432,20.7843132,30.5,2.5,8.09,0,0.111,25,-1.08,0,37
342,-1.34166002,8.37538338,-5.60599232,0.05542332,53.72549057,0.00723983,19.2156868,34.11764908,14.06866074,38,40.39215851,25.09803963,2470.25,32,1.56862748,20.3921566,30.5,0.783,7.98,0.12321,0.111,25,-1.71,0,37
342,-0.66416883,7.63517237,-5.92692471,0.0066061,53.72549057,-0.01205649,19.2156868,34.11764908,14.06866074,39,38.4313736,25.09803963,2552.25,32,1.56862748,21.17647171,29.5,0.793,8.41,2.4642,-0.122,25,0.0104,0,37
342,-0.33290771,7.9231739,-5.62036228,0.00981295,54.11764908,-0.06225859,19.2156868,34.11764908,14.06866074,39,38.4313736,23.92156792,2598.25,32,1.56862748,21.17647171,29.5,-0.831,7.98,47.089,-0.2,25,-1.62,1.11,37
342,-0.04430786,8.03873348,-5.90372324,0.03569955,53.72549057,0.01704688,19.2156868,34.11764908,14.06866074,39,38.4313736,23.92156792,2598.25,32,1.96078432,20.3921566,30,-1.43,7.77,942.88889,-0.0445,25,-0.601,0,39
342,-0.00074844,7.66061974,-5.75508213,-0.00428772,53.72549057,0.01073909,19.2156868,34.11764908,14.06866074,39,38.03921509,22.74509811,2635,32,1.96078432,20.3921566,30,-0.328,6.5,22.1778,-0.929,25,1.1,-21.7,39
343,-1.0186317,6.12107134,-7.71031618,0.02788645,76.07843018,0.01101722,30.98039246,42.74509811,14.06866074,51,90.98039246,69.80392456,1692.75,33,12.94117641,28.23529434,17.5,-8.22,6.77,0.49284,-1.11,25,-9.49,3.33,0
343,-1.8645227,6.16028976,-7.43414068,0.02136618,63.92156982,0.00270857,25.88235283,40.39215851,14.06866074,51,90.98039246,63.92156982,1989,33,10.58823586,28.23529434,17.5,-9.45,7.25,9.8568,-0.929,25,-1.22,0,6
343,-1.94999492,6.77595949,-7.05153608,0.03551108,60.7843132,0.01536776,22.74509811,40.39215851,14.06866074,51,89.80392456,63.92156982,1989,33,8.62745094,26.66666794,21.5,-7.36,7.36,1.97136,-0.381,25,2.09,2.22,6
343,-2.93404865,8.23557377,-5.85761881,0.0917365,60.7843132,0.05032706,22.74509811,37.25490189,14.06866074,51,70.58823395,45.88235474,2115.5,33,8.62745094,22.74509811,27.5,-2.97,7.81,40.20004,0.204,25,4.39,0,10
343,-4.51386356,7.54251528,-5.98395634,0.10294932,57.64706039,0.08431959,23.13725471,37.64706039,14.06866074,52,70.58823395,47.05882263,2115.5,33,5.49019623,22.74509811,27.5,1.5,7.51,15.4568,0.606,25,4.47,4.44,10
343,-3.74027205,8.03139877,-5.63383436,0.0892542,57.64706039,-0.00430468,23.52941132,37.64706039,14.06866074,52,64.70588684,47.05882263,2538.25,33,5.88235283,23.92156982,31.5,4.63,7.84,0,1.12,25,3.13,2.78,18
343,-3.70195174,7.6770854,-5.35331774,0.04497296,57.64706039,0.02632344,23.52941132,38.03921509,14.06866074,52,66.27451324,44.31372452,2777.25,33,5.88235283,23.92156982,31.5,8.2,7.71,1.10889,1.74,25,3.57,0,23
343,-3.631598,7.67903137,-5.64715672,0.05878729,57.64706039,0.02692099,23.52941132,38.03921509,14.06866074,52,66.27451324,44.31372452,2777.25,33,5.88235283,25.09803963,36,13,7.79,22.1778,1.52,25,4.84,0,23
343,-3.15618658,7.67723513,-5.79714489,0.05107337,60,0.03242598,23.92156982,38.4313736,14.06866074,52,66.27451324,43.52941132,2777.25,33,7.45098066,25.09803963,36,11.3,7.36,0,1.96,25,-1.78,3.33,23
343,-2.08411598,7.42755413,-6.09532452,0.02122623,60,-0.00784747,23.92156982,38.4313736,14.06866074,52,63.52941132,43.52941132,3317.75,33,7.45098066,25.09803963,36,15.4,7.56,0.12321,1.96,25,4.19,0,29
343,-0.74709642,7.85805893,-5.70134401,0.01157635,53.33333588,0.00796765,15.68627453,30.58823586,14.06866074,52,63.52941132,8.62745094,3317.75,33,4.70588255,24.31372643,37,15,7.15,2.4642,1.81,25,-0.423,0,29
343,-0.79649371,7.21619368,-6.3246479,0.00050378,53.33333588,-0.01816091,15.68627453,30.58823586,14.06866074,52,22.74509811,8.62745094,3148.25,33,9.4117651,26.66666794,22,14.7,6.93,0.77284,1.63,25,-0.343,1.11,29
343,-1.15889013,6.87924433,-6.77850389,0.01054239,62.35294342,-0.00814239,25.49019623,39.60784531,14.06866074,52,86.27451324,61.17647171,2423.25,33,9.4117651,26.66666794,23,13.6,6.98,15.4568,1.15,25,-1.07,0,31
343,-0.88151687,6.71279049,-6.93882084,0.00723958,63.52941132,-0.01142282,24.70588303,39.2156868,14.06866074,53,86.27451324,61.17647171,2423.25,33,10.58823586,28.23529434,23,9.53,7.1,1.10889,0.679,25,-4.09,2.78,31
343,-1.04617453,6.97025537,-6.77580976,0.01564026,63.52941132,0.00964233,24.70588303,39.2156868,14.06866074,53,80.39215851,61.17647171,2513.25,33,10.58823586,27.05882454,27.5,5.49,7.03,22.1778,0.277,25,-4.04,0,36
343,-0.70129168,7.10512495,-6.41610765,-0.00250739,59.60784531,0.00495426,22.35294151,39.2156868,14.06866074,53,80.39215851,61.17647171,2513.25,33,8.23529434,27.05882454,27.5,2.26,7.28,0,-0.0884,25,-3.23,3.33,36
343,-0.64695466,7.69504786,-5.75613022,0.00080186,59.60784531,-0.01573667,22.35294151,36.86274719,14.06866074,53,80.39215851,39.60784149,2769.5,33,8.23529434,27.05882454,27.5,-0.695,7.71,0,0.277,25,-2.96,0,42
343,-0.37841308,8.19755268,-5.19374943,0.00898474,59.60784531,-0.01512044,22.35294151,36.86274719,14.06866074,53,29.80392265,39.60784149,2769.5,33,0,17.64705849,14.5,2.06,8.37,12.321,0.314,25,2.76,0,42
343,0.0809816,8.59916782,-4.53347254,0.0099631,49.80392075,0.00299106,15.29411793,30.58823586,14.06866074,53,29.80392265,23.92156792,2769.5,33,0,17.64705849,14.5,2.15,9.02,247.93321,1.56,25,0.0886,0,42
